rank,question
145,"Can you recommend a movie similar to 'Django Unchained' in the Drama,Western genre?"
145,In which other movies did Kerry Washington star besides 'Django Unchained'?
146,What is the genre of the movie 'Ah-ga-ssi'?
146,"Can you recommend a movie similar to 'Ah-ga-ssi' in the Drama,Mystery,Romance genre?"
146,What other movies did Chan-wook Park direct besides 'Ah-ga-ssi'?
147,What is the genre of the movie 'The Edge of Seventeen'?
147,"Can you recommend a movie similar to 'The Edge of Seventeen' in the Comedy,Drama genre?"
147,In which other movies did Haley Lu Richardson star besides 'The Edge of Seventeen'?
148,What is the genre of the movie 'Watchmen'?
148,"Can you recommend a movie similar to 'Watchmen' in the Action,Drama,Mystery genre?"
148,What other movies did Zack Snyder direct besides 'Watchmen'?
149,What is the genre of the movie 'Superbad'?
149,Can you recommend a movie similar to 'Superbad' in the Comedy genre?
149,In which other movies did Jonah Hill star besides 'Superbad'?
150,What is the genre of the movie 'Inferno'?
150,"Can you recommend a movie similar to 'Inferno' in the Action,Adventure,Crime genre?"
150,In which other movies did Ben Foster star besides 'Inferno'?
151,What is the genre of the movie 'The BFG'?
151,"Can you recommend a movie similar to 'The BFG' in the Adventure,Family,Fantasy genre?"
151,In which other movies did Penelope Wilton star besides 'The BFG'?
152,What is the genre of the movie 'The Hunger Games'?
152,"Can you recommend a movie similar to 'The Hunger Games' in the Adventure,Sci-Fi,Thriller genre?"
152,What other movies did Gary Ross direct besides 'The Hunger Games'?
153,What is the genre of the movie 'White Girl'?
153,Can you recommend a movie similar to 'White Girl' in the Drama genre?
153,What other movies did Elizabeth Wood direct besides 'White Girl'?
154,What is the genre of the movie 'Sicario'?
154,"Can you recommend a movie similar to 'Sicario' in the Action,Crime,Drama genre?"
154,What other movies did Denis Villeneuve direct besides 'Sicario'?
155,What is the genre of the movie 'Twin Peaks: The Missing Pieces'?
155,"Can you recommend a movie similar to 'Twin Peaks: The Missing Pieces' in the Drama,Horror,Mystery genre?"
155,What other movies did David Lynch direct besides 'Twin Peaks: The Missing Pieces'?
156,What is the genre of the movie 'Aliens vs Predator - Requiem'?
156,"Can you recommend a movie similar to 'Aliens vs Predator - Requiem' in the Action,Horror,Sci-Fi genre?"
156,What other movies did Colin Strause direct besides 'Aliens vs Predator - Requiem'?
157,What is the genre of the movie 'Pacific Rim'?
157,"Can you recommend a movie similar to 'Pacific Rim' in the Action,Adventure,Sci-Fi genre?"
157,In which other movies did Rinko Kikuchi star besides 'Pacific Rim'?
158,"What is the genre of the movie 'Crazy, Stupid, Love.'?"
158,"Can you recommend a movie similar to 'Crazy, Stupid, Love.' in the Comedy,Drama,Romance genre?"
158,"What other movies did Glenn Ficarra direct besides 'Crazy, Stupid, Love.'?"
159,What is the genre of the movie 'Scott Pilgrim vs. the World'?
159,"Can you recommend a movie similar to 'Scott Pilgrim vs. the World' in the Action,Comedy,Fantasy genre?"
159,What other movies did Edgar Wright direct besides 'Scott Pilgrim vs. the World'?
160,What is the genre of the movie 'Hot Fuzz'?
160,"Can you recommend a movie similar to 'Hot Fuzz' in the Action,Comedy,Mystery genre?"
160,In which other movies did Martin Freeman star besides 'Hot Fuzz'?
161,What is the genre of the movie 'Mine'?
161,"Can you recommend a movie similar to 'Mine' in the Thriller,War genre?"
161,In which other movies did Annabelle Wallis star besides 'Mine'?
162,What is the genre of the movie 'Free Fire'?
162,"Can you recommend a movie similar to 'Free Fire' in the Action,Comedy,Crime genre?"
162,What other movies did Ben Wheatley direct besides 'Free Fire'?
163,What is the genre of the movie 'X-Men: Days of Future Past'?
163,"Can you recommend a movie similar to 'X-Men: Days of Future Past' in the Action,Adventure,Sci-Fi genre?"
163,What other movies did Bryan Singer direct besides 'X-Men: Days of Future Past'?
164,What is the genre of the movie 'Jack Reacher: Never Go Back'?
164,"Can you recommend a movie similar to 'Jack Reacher: Never Go Back' in the Action,Adventure,Crime genre?"
164,What other movies did Edward Zwick direct besides 'Jack Reacher: Never Go Back'?
165,What is the genre of the movie 'Casino Royale'?
165,"Can you recommend a movie similar to 'Casino Royale' in the Action,Adventure,Thriller genre?"
165,In which other movies did Eva Green star besides 'Casino Royale'?
166,What is the genre of the movie 'Twilight'?
166,"Can you recommend a movie similar to 'Twilight' in the Drama,Fantasy,Romance genre?"
166,What other movies did Catherine Hardwicke direct besides 'Twilight'?
167,What is the genre of the movie 'Now You See Me 2'?
167,"Can you recommend a movie similar to 'Now You See Me 2' in the Action,Adventure,Comedy genre?"
167,In which other movies did Dave Franco star besides 'Now You See Me 2'?
168,What is the genre of the movie 'Woman in Gold'?
168,"Can you recommend a movie similar to 'Woman in Gold' in the Biography,Drama,History genre?"
168,What other movies did Simon Curtis direct besides 'Woman in Gold'?
169,What is the genre of the movie '13 Hours'?
169,"Can you recommend a movie similar to '13 Hours' in the Action,Drama,History genre?"
169,In which other movies did David Denman star besides '13 Hours'?
170,What is the genre of the movie 'Spectre'?
170,"Can you recommend a movie similar to 'Spectre' in the Action,Adventure,Thriller genre?"
170,In which other movies did Christoph Waltz star besides 'Spectre'?
171,What is the genre of the movie 'Nightcrawler'?
171,"Can you recommend a movie similar to 'Nightcrawler' in the Crime,Drama,Thriller genre?"
171,What other movies did Dan Gilroy direct besides 'Nightcrawler'?
172,What is the genre of the movie 'Kubo and the Two Strings'?
172,"Can you recommend a movie similar to 'Kubo and the Two Strings' in the Animation,Adventure,Family genre?"
172,What other movies did Travis Knight direct besides 'Kubo and the Two Strings'?
173,What is the genre of the movie 'Beyond the Gates'?
173,"Can you recommend a movie similar to 'Beyond the Gates' in the Adventure,Horror genre?"
173,What other movies did Jackson Stewart direct besides 'Beyond the Gates'?
174,What is the genre of the movie 'Her'?
174,"Can you recommend a movie similar to 'Her' in the Drama,Romance,Sci-Fi genre?"
174,What other movies did Spike Jonze direct besides 'Her'?
175,What is the genre of the movie 'Frozen'?
175,"Can you recommend a movie similar to 'Frozen' in the Animation,Adventure,Comedy genre?"
175,In which other movies did Idina Menzel star besides 'Frozen'?
176,What is the genre of the movie 'Tomorrowland'?
176,"Can you recommend a movie similar to 'Tomorrowland' in the Action,Adventure,Family genre?"
176,What other movies did Brad Bird direct besides 'Tomorrowland'?
177,What is the genre of the movie 'Dawn of the Planet of the Apes'?
177,"Can you recommend a movie similar to 'Dawn of the Planet of the Apes' in the Action,Adventure,Drama genre?"
177,What other movies did Matt Reeves direct besides 'Dawn of the Planet of the Apes'?
178,What is the genre of the movie 'Tropic Thunder'?
178,"Can you recommend a movie similar to 'Tropic Thunder' in the Action,Comedy genre?"
178,What other movies did Ben Stiller direct besides 'Tropic Thunder'?
179,What is the genre of the movie 'The Conjuring 2'?
179,"Can you recommend a movie similar to 'The Conjuring 2' in the Horror,Mystery,Thriller genre?"
179,In which other movies did Patrick Wilson star besides 'The Conjuring 2'?
180,What is the genre of the movie 'Ant-Man'?
180,"Can you recommend a movie similar to 'Ant-Man' in the Action,Adventure,Comedy genre?"
180,What other movies did Peyton Reed direct besides 'Ant-Man'?
181,What is the genre of the movie 'Bridget Jones's Baby'?
181,"Can you recommend a movie similar to 'Bridget Jones's Baby' in the Comedy,Romance genre?"
181,In which other movies did Gemma Jones star besides 'Bridget Jones's Baby'?
182,What is the genre of the movie 'The VVitch: A New-England Folktale'?
182,"Can you recommend a movie similar to 'The VVitch: A New-England Folktale' in the Horror,Mystery genre?"
182,What other movies did Robert Eggers direct besides 'The VVitch: A New-England Folktale'?
183,What is the genre of the movie 'Cinderella'?
183,"Can you recommend a movie similar to 'Cinderella' in the Drama,Family,Fantasy genre?"
183,What other movies did Kenneth Branagh direct besides 'Cinderella'?
184,What is the genre of the movie 'Realive'?
184,Can you recommend a movie similar to 'Realive' in the Sci-Fi genre?
184,What other movies did Mateo Gil direct besides 'Realive'?
185,What is the genre of the movie 'Forushande'?
185,"Can you recommend a movie similar to 'Forushande' in the Drama,Thriller genre?"
185,What other movies did Asghar Farhadi direct besides 'Forushande'?
186,What is the genre of the movie 'Love'?
186,"Can you recommend a movie similar to 'Love' in the Drama,Romance genre?"
186,What other movies did Gaspar Noé direct besides 'Love'?
187,What is the genre of the movie 'Billy Lynn's Long Halftime Walk'?
187,"Can you recommend a movie similar to 'Billy Lynn's Long Halftime Walk' in the Drama,War genre?"
187,What other movies did Ang Lee direct besides 'Billy Lynn's Long Halftime Walk'?
188,What is the genre of the movie 'Crimson Peak'?
188,"Can you recommend a movie similar to 'Crimson Peak' in the Drama,Fantasy,Horror genre?"
188,What other movies did Guillermo del Toro direct besides 'Crimson Peak'?
189,What is the genre of the movie 'Drive'?
189,"Can you recommend a movie similar to 'Drive' in the Crime,Drama genre?"
189,What other movies did Nicolas Winding Refn direct besides 'Drive'?
190,What is the genre of the movie 'Trainwreck'?
190,"Can you recommend a movie similar to 'Trainwreck' in the Comedy,Drama,Romance genre?"
190,What other movies did Judd Apatow direct besides 'Trainwreck'?
191,What is the genre of the movie 'The Light Between Oceans'?
191,"Can you recommend a movie similar to 'The Light Between Oceans' in the Drama,Romance genre?"
191,What other movies did Derek Cianfrance direct besides 'The Light Between Oceans'?
192,What is the genre of the movie 'Below Her Mouth'?
192,Can you recommend a movie similar to 'Below Her Mouth' in the Drama genre?
192,What other movies did April Mullen direct besides 'Below Her Mouth'?
193,What is the genre of the movie 'Spotlight'?
193,"Can you recommend a movie similar to 'Spotlight' in the Crime,Drama,History genre?"
193,What other movies did Tom McCarthy direct besides 'Spotlight'?
194,What is the genre of the movie 'Morgan'?
194,"Can you recommend a movie similar to 'Morgan' in the Horror,Sci-Fi,Thriller genre?"
194,In which other movies did Michael Yare star besides 'Morgan'?
195,What is the genre of the movie 'Warrior'?
195,"Can you recommend a movie similar to 'Warrior' in the Action,Drama,Sport genre?"
195,What other movies did Gavin O'Connor direct besides 'Warrior'?
196,What is the genre of the movie 'Captain America: The First Avenger'?
196,"Can you recommend a movie similar to 'Captain America: The First Avenger' in the Action,Adventure,Sci-Fi genre?"
196,In which other movies did Chris Evans star besides 'Captain America: The First Avenger'?
197,What is the genre of the movie 'Hacker'?
197,"Can you recommend a movie similar to 'Hacker' in the Crime,Drama,Thriller genre?"
197,What other movies did Akan Satayev direct besides 'Hacker'?
198,What is the genre of the movie 'Into the Wild'?
198,"Can you recommend a movie similar to 'Into the Wild' in the Adventure,Biography,Drama genre?"
198,In which other movies did Vince Vaughn star besides 'Into the Wild'?
199,What is the genre of the movie 'The Imitation Game'?
199,"Can you recommend a movie similar to 'The Imitation Game' in the Biography,Drama,Thriller genre?"
199,In which other movies did Keira Knightley star besides 'The Imitation Game'?
200,What is the genre of the movie 'Central Intelligence'?
200,"Can you recommend a movie similar to 'Central Intelligence' in the Action,Comedy,Crime genre?"
200,In which other movies did Dwayne Johnson star besides 'Central Intelligence'?
201,What is the genre of the movie 'Edge of Tomorrow'?
201,"Can you recommend a movie similar to 'Edge of Tomorrow' in the Action,Adventure,Sci-Fi genre?"
